what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.navigator,3.5.100.I20110524-0800,"org.eclipse.ui.navigator",1314061475193
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1314061475193
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1314061475193
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1314061475194
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1314061475194
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1314061475195
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1314061475195
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1314061475196
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1314061475196
started,bundle,org.eclipse.ecf,3.1.300.v20110531-2218,"org.eclipse.ecf",1314061475200
os,sysinfo,,,"linux",1314061475201
arch,sysinfo,,,"x86_64",1314061475201
ws,sysinfo,,,"gtk",1314061475201
locale,sysinfo,,,"zh_CN",1314061475201
processors,sysinfo,,,"4",1314061475202
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1314061475202
java.runtime.version,sysinfo,,,"1.6.0_26-b03",1314061475202
java.specification.name,sysinfo,,,"Java Platform API Specification",1314061475202
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1314061475202
java.specification.version,sysinfo,,,"1.6",1314061475202
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1314061475202
java.version,sysinfo,,,"1.6.0_26",1314061475202
java.vm.info,sysinfo,,,"mixed mode",1314061475202
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1314061475202
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1314061475202
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1314061475202
java.vm.specification.version,sysinfo,,,"1.0",1314061475202
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1314061475202
java.vm.version,sysinfo,,,"20.1-b02",1314061475202
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer.httpclient",1314061475209
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer",1314061475211
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1314061476214
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314061476506
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314061483609
opened,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProgressView",1314061485501
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProgressView",1314061485541
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.300.v20110510,"org.eclipse.equinox.p2.updatesite",1314061488298
started,bundle,org.eclipse.equinox.p2.publisher,1.2.0.v20110511,"org.eclipse.equinox.p2.publisher",1314061488300
started,bundle,org.eclipse.equinox.p2.publisher.eclipse,1.0.0.v20110511,"org.eclipse.equinox.p2.publisher.eclipse",1314061488423
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.100.v20110510,"org.eclipse.equinox.p2.extensionlocation",1314061489985
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.100.v20110519,"org.eclipse.equinox.p2.artifact.repository",1314061489995
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.1.0.v20110511,"org.eclipse.equinox.p2.touchpoint.eclipse",1314061490014
started,bundle,org.eclipse.equinox.p2.director,2.1.0.v20110504-1715,"org.eclipse.equinox.p2.director",1314061490114
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1314061490120
opened,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1314061495257
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1314061495264
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1314061495935
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.200.I20110201-0800,"org.eclipse.ui.views.properties.tabbed",1314061495961
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314061500871
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314061566069
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314061568126
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1314061580078
started,bundle,org.eclipse.jdt.launching,3.6.0.v20110509,"org.eclipse.jdt.launching",1314061580138
started,bundle,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms",1314061580146
error,log,,,"loadAndParseRClass: failed to find manifest package for project android_test",1314061580184
started,bundle,org.eclipse.wst.sse.core,1.1.600.v201105162116,"org.eclipse.wst.sse.core",1314061580204
started,bundle,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.adt",1314061580207
started,bundle,com.android.ide.eclipse.traceview,12.0.0.v201106281929-138431,"com.android.ide.eclipse.traceview",1314061580217
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1314061580395
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1314061580395
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314061580417
started,bundle,org.eclipse.core.externaltools,1.0.100.v20110506,"org.eclipse.core.externaltools",1314061581151
started,bundle,org.eclipse.wst.xml.core,1.1.600.v201104251227,"org.eclipse.wst.xml.core",1314061585240
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314061590470
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1314061610633
started,bundle,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui",1314061610766
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.0.201106081058,"org.eclipse.cdt.dsf.gdb.ui",1314061610769
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1314061646368
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314061646380
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1314061653176
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314061653299
started,bundle,org.eclipse.jdt.debug,3.7.0.v20110509,"org.eclipse.jdt.debug",1314061653589
started,bundle,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui",1314061653738
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314061653786
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1314061653867
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1314061654037
error,log,,,"Invalid preference page path: XML Syntax",1314061657147
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1314061657207
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314061659158
started,bundle,org.eclipse.cdt.dsf,2.2.0.201106081058,"org.eclipse.cdt.dsf",1314061674857
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.0.201106081058,"org.eclipse.cdt.dsf.gdb",1314061674865
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201106081058,"org.eclipse.cdt.debug.mi.ui",1314061674986
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201106081058,"org.eclipse.cdt.debug.core",1314061675365
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.0.201106081058,"org.eclipse.cdt.debug.mi.core",1314061675402
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1314061678589
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314061678610
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314061682058
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1314061697548
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314061697564
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314061706715
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1314061714161
started,bundle,org.eclipse.cdt.debug.ui,7.1.0.201106081058,"org.eclipse.cdt.debug.ui",1314061717574
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110518-0800,"org.eclipse.jdt.junit.core",1314061717595
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314061720664
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1314061731881
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1314061731881
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314061731900
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.1.201106060936,"org.eclipse.linuxtools.cdt.autotools.core",1314061732135
started,bundle,org.eclipse.cdt.build.crossgcc,1.0.0.201106081058,"org.eclipse.cdt.build.crossgcc",1314061732189
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314061746601
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools",1314061748691
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1314061759136
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314061759147
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314064191684
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1314064206848
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314064748085
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1314064754236
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314064754296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314064766239
error,log,,,"Referenced part does not exist yet: org.eclipse.jdt.ui.PackageExplorer.",1314064768624
opened,view,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms.views.LogCatView",1314064768829
opened,view,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms.views.DeviceView",1314064768873
opened,view,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1314064769008
opened,view,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms.views.ThreadView",1314064769039
activated,perspective,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms.Perspective",1314064769067
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.perspectives.showPerspective",1314064769102
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.perspectives.showPerspective",1314064769102
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314064769127
activated,view,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms.views.ThreadView",1314064769190
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314067300479
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314067301554
activated,view,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms.views.DeviceView",1314069344647
activated,perspective,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.CPerspective",1314069346598
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314069346634
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314069902391
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314070120711
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314070636316
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314070740851
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1314070758178
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314070787770
error,log,,,"Could not read file: /home/q/Workspace/my_test/android_test/jni/Android.mk~.",1314070789733
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1314070789842
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314070789867
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314070869127
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.0.201106081058,"org.eclipse.cdt.managedbuilder.ui",1314070874644
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.0.201106081058,"org.eclipse.cdt.managedbuilder.gnu.ui",1314070894414
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1314070960769
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314070960783
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314070961548
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1314071008810
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1314071009909
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314071017203
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1314071031018
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314071031038
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314077534185
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314099425317
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1314099430147
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.debug",1314099491962
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314099494909
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314099501444
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314099506083
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314099523085
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314099524876
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314099526096
started,bundle,org.eclipse.cdt.dsf.ui,2.2.0.201106081058,"org.eclipse.cdt.dsf.ui",1314099550751
opened,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.DebugView",1314099550836
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314099550877
activated,perspective,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms.Perspective",1314099565597
activated,view,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms.views.ThreadView",1314099565616
activated,view,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms.views.DeviceView",1314099571437
activated,view,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms.views.LogCatView",1314099586328
activated,view,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms.views.DeviceView",1314100575347
activated,view,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms.views.LogCatView",1314101849388
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314102779967
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314102781226
activated,perspective,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.CPerspective",1314102784017
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314102784061
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314103459123
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314103469630
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314103470800
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314103471988
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314103472322
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314103990560
activated,perspective,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms.Perspective",1314103993051
activated,view,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms.views.ThreadView",1314103993072
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314104004315
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314104022084
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314104023848
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314104028624
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314104029318
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314104502813
activated,view,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1314104502944
activated,view,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms.views.DeviceView",1314104505993
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314104507360
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314104756885
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314104768816
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314106491778
activated,view,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms.views.ThreadView",1314106491812
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314106496635
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314106498789
activated,view,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms.views.DeviceView",1314106498804
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314106503422
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314106589385
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314106593579
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314106600148
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314106619001
