what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314108241463
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314108248547
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314108250697
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314108255393
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314109338282
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314109339793
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314109588709
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314109629435
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314109756297
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314109760413
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314109793094
activated,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.DebugView",1314109797692
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.Resume",1314109797759
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314109805019
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314109821316
activated,view,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms.views.DeviceView",1314109823924
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314109848467
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314109849243
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314109850276
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314109854149
activated,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.DebugView",1314109856351
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.Resume",1314109856460
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314109862064
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314110674872
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314110678760
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314110689570
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314110690475
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314111486707
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314111487250
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314111533079
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314111534002
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314112544960
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314112587834
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314112588589
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314112589372
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314113333020
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314113334319
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314113336238
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314113340825
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314113341438
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314113341995
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314113345070
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314113346526
